,text
1357,COVID-19 epidemic-induced changes in mood and anxiety mediate the relationship between resilience and symptoms of d… https://t.co/lnW5SzmXre
1358,COVID-19 epidemic-induced changes in mood and anxiety mediate the relationship between resilience and symptoms of d… https://t.co/iBlrTqD61M
1359,"RT : In other news, my mother and I are doing great. Honestly y'all, the toughest thing about having COVID-19 is the anxiety…"
1360,... acting in real time to suppress a growing awareness by the general public of having been actively manipulated u… https://t.co/3dqew5XzeG
1361,   True bs it is. You are not a scientist and you have high anxiety. It m… https://t.co/vfS4pAorvS
1362,While blue cheese is not an approved test for COVID-19 it does ease my anxiety
1363,"Seeking and Sharing Mental Health Information on Social Media During COVID-19: Role of Depression and Anxiety, Peer… https://t.co/mxIGgkLoSt"
1364," When fear crosses all boundaries, people overcome it.
Politicians &amp; journalists &amp; experts have created s… https://t.co/ieNMLf2W7k"
1365,RT : New open access paper on depression and anxiety among Australian gay and bisexual men during COVID-19 restrictions using F…
1366,RT : New open access paper on depression and anxiety among Australian gay and bisexual men during COVID-19 restrictions using F…
1367,RT : New open access paper on depression and anxiety among Australian gay and bisexual men during COVID-19 restrictions using F…
1368,"RT : A brief, single-session, online-guided interaction with a dog – whether training or playing with them – can confer short-…"
1369,RT : Managing anxiety can be difficult at the best of times. Throw in a dash of global pandemic and those feelings can be grea…
1370,"RT : As COVID-19 restrictions ease, many are both eagerly anticipating — and somewhat dreading — a return to pre-pandemic activiti…"
1371,RT : The COVID-19 pandemic has led to a 25% increase in anxiety disorders worldwide. If you are a healthcare worker in need of…
1372,"RT : Its funny how everyone cared about the mental health of us students when it came to getting us in the classroom, but nobody…"
1373,"RT : KidsAbility staff volunteered their time this weekend, supporting COVID-19 vaccinations for children with needle anxiety/g…"
1374,"""The COVID-19 pandemic has dramatically changed the nature and pattern of social interactions and managing social r… https://t.co/udG5krH2eX"
1375,"RT : In other news, my mother and I are doing great. Honestly y'all, the toughest thing about having COVID-19 is the anxiety…"
1376,"RT : Do you have a child who wants to get the COVID-19 vaccine but is scared of needles? Try the CARD system – Comfort, Ask, Relax,…"
1377,RT : New open access paper on depression and anxiety among Australian gay and bisexual men during COVID-19 restrictions using F…
1378, They're merely following orders of their corporate owners to participate in mainstream media campaign… https://t.co/SUwIoiJwP8
1379,New open access paper on depression and anxiety among Australian gay and bisexual men during COVID-19 restrictions… https://t.co/uSspXDLhoZ
1380, What you think about it? https://t.co/Lh3cGel7iV My health anxiety is off the charts. I got COVID breakt… https://t.co/J03Deyxkao
1381,RT : Struggling with news anxiety regarding the rise of the new Omicron Covid-19 variant? Check out these helpful tips from exp…
1382,Association of Psychiatric Disorders With Mortality Among Patients With COVID-19 | Anxiety Disorders | JAMA Psychia… https://t.co/mSuSMvifbI
1383,"RT : Do you have a child who wants to get the COVID-19 vaccine but is scared of needles? Try the CARD system – Comfort, Ask, Relax,…"
1384,RT : Struggling with news anxiety regarding the rise of the new Omicron Covid-19 variant? Check out these helpful tips from exp…
1385,"RT : A brief, single-session, online-guided interaction with a dog – whether training or playing with them – can confer short-…"
1386,"RT : Anxiety about COVID-19 can affect your mental health, especially if you’re self-isolating. Reach out: Phone up a friend or e…"
1387,"RT : Schwab recognized that,

The spread of infectious diseases has a unique ability to fuel fear, anxiety and mass hysteria.
– S…"
1388,"RT : Schwab recognized that,

The spread of infectious diseases has a unique ability to fuel fear, anxiety and mass hysteria.
– S…"
1389,Online first in Archives of Sexual Behavior by Bavinton et al. (2022): Increase in Depression and Anxiety Among Aus… https://t.co/2xBrS9MfRV
1390,"Schwab recognized that,

The spread of infectious diseases has a unique ability to fuel fear, anxiety and mass hyst… https://t.co/b9HGupCHJf"
1391,"Depression, anxiety and suicide are complicated. There are usually a tangle of factors that impact emotional health… https://t.co/a3avKp0LcP"
1392,"RT : KidsAbility staff volunteered their time this weekend, supporting COVID-19 vaccinations for children with needle anxiety/g…"
1393,This study finally brings my COVID-19 anxiety down to ZERO. https://t.co/IROiDEbVGk
1394,RT : Meditation and cardiovascular risk?   well plausible benefit but clinical trials needed... Me…
1395,RT : When covid-19 begin on early December 2020 everything was normal as usually was in the world and when the pandemic begin t…
1396,"As Omicron looms, here are 5 ways to ease anxiety.

https://t.co/KcW1338d7T

#omicron #pandemic #covid #anxiety… https://t.co/snQc2JvqXt"
1397,Helping Your Child Get Over Shot Anxiety -- Do's and don'ts for a smoother COVID-19 vaccination or pediatrician vis… https://t.co/TW4ml4NJ0u
1398,RT : There is a concern that the huge focus on covid-19 may mean symptoms due to other diseases or indeed due to loneliness a…
1399,"RT : #SaferMindfulness is offering a 6 or 12 week program on Anxiety, Stress and Mindfulness, starting Jan 26. During the ongoing CO…"
1400,"RT : Depression, anxiety, frustration and COVID-19"
1401,"Depression, anxiety, frustration and COVID-19 https://t.co/M76TK40U8h"
1402,"RT : Its funny how everyone cared about the mental health of us students when it came to getting us in the classroom, but nobody…"
1403,"RT : Its funny how everyone cared about the mental health of us students when it came to getting us in the classroom, but nobody…"
1404,More than 40% of Americans struggled with anxiety during the COVID-19 pandemic and 3/10 Americans surveyed said tha… https://t.co/RLVNc4tTMx
1405,"With new #COVID19 variants, it's increasingly important to manage anxiety 

https://t.co/3WIwxpDFFm

#dentalprofessionals #anxiety"
1406,"RT : KidsAbility staff volunteered their time this weekend, supporting COVID-19 vaccinations for children with needle anxiety/g…"
1407,Explain to me why when I post anything on my blog about Trump at the Murdaugh family it won’t publish but I can pos… https://t.co/hilxV4vBGK
1408, The chance of catching covid-19 from a  passing interaction in a public space is therefore minimal. In ma… https://t.co/pubwzvjT7O
1409,"RT : KidsAbility staff volunteered their time this weekend, supporting COVID-19 vaccinations for children with needle anxiety/g…"
1410," The brain damage from COVID is like a natural form of trepanation, a very old school form of ""anxiety re… https://t.co/nPTbBhce4q"
1411,"Nearly two years into the COVID-19 pandemic, which brought a rise in depression, anxiety, stress, addiction and oth… https://t.co/WIK704jUVi"
1412,RT : Managing anxiety can be difficult at the best of times. Throw in a dash of global pandemic and those feelings can be grea…
1413,Coping with COVID-19 Anxiety https://t.co/5P4fDRvqu7 via 
1414,I share this to point out this guy has lived in fear and anxiety for two years now -- how much toll will that take… https://t.co/YH8vKzNQV2
1415,"KidsAbility staff volunteered their time this weekend, supporting COVID-19 vaccinations for children with needle an… https://t.co/ubHFdp0QIr"
1416,"RT : Stress, anxiety, &amp; depression has hit an all time high during the #COVID19 #pandemic. The Psychological First Aid (PFA) Guide…"
1417,"A brief, single-session, online-guided interaction with a dog – whether training or playing with them – can confer… https://t.co/vwOTokJWmE"
1418, Now again you are giving us anxiety! Please be positive &amp; Omicron have mild in nature as compared to Sars-covid 19
1419,"Is it time to release ourselves from the crippling anxiety of COVID-19? 

If we have done all that we can to be dil… https://t.co/o6qoqdnYbp"
1420,Managing anxiety can be difficult at the best of times. Throw in a dash of global pandemic and those feelings can b… https://t.co/3XBrNwCAsl
1421,"RT : In other news, my mother and I are doing great. Honestly y'all, the toughest thing about having COVID-19 is the anxiety…"
1422,Stress can impact your risk of getting COVID-19 #anxiety #coronavirus #covid19 #depression #mentalhealth #pandemic… https://t.co/P4hTnpFleT
1423, Vaguely anxious sounds like a vacation - my anxiety has been bananas recently. I don’t know why. Nothin… https://t.co/NDiNlXnaUk
1424,RT : The COVID-19 pandemic has led to a 25% increase in anxiety disorders worldwide. If you are a healthcare worker in need of…
1425,Stress and anxiety connected to the ongoing COVID-19 pandemic is revealing itself in people's mouths.… https://t.co/KvYJQhzLEj
1426,"RT : Anxiety about COVID-19 can affect your mental health, especially if you’re self-isolating. Reach out: Phone up a friend or e…"
1427,Stress levels are on the raise as the world grapples with the ongoing COVID-19 pandemic. Those with chronic obstruc… https://t.co/2HaW9tIp2l
1428,"Ways to keep anxiety and sadness from creeping in while you recover from COVID-19!
https://t.co/8GCQmsw2rg https://t.co/nDMsy6dUzu"
1429,"RT : Anxiety about COVID-19 can affect your mental health, especially if you’re self-isolating. Reach out: Phone up a friend or e…"
1430,"Canadian Mental health Association (Windsor/Essex) in conjunction with St Clair College, is hosting a discussion on… https://t.co/y4Zx45o0fK"
1431,"RT : In other news, my mother and I are doing great. Honestly y'all, the toughest thing about having COVID-19 is the anxiety…"
1432,"RT : When Tatay Menandro tested positive for COVID-19, he left the province to seek further medical care in Manila.

The sep…"
1433,"RT : Del-Valle Macarena et al. 'Intolerance of COVID-19-related uncertainty and depressive and anxiety...'
https://t.co/kfsHeW…"
1434,"RT : Del-Valle Macarena et al. 'Intolerance of COVID-19-related uncertainty and depressive and anxiety...'
https://t.co/kfsHeW…"
1435,"RT : Del-Valle Macarena et al. 'Intolerance of COVID-19-related uncertainty and depressive and anxiety...'
https://t.co/kfsHeW…"
1436,Del-Valle Macarena et al. 'Intolerance of COVID-19-related uncertainty and depressive and anxiety...'… https://t.co/MDbN4ClH8b
1437,RT : Struggling with news anxiety regarding the rise of the new Omicron Covid-19 variant? Check out these helpful tips from exp…
